Name;PD Notation;Determinant;white_edge_graph;det_white_graph;edge_graph
10_92;"[[1;9;2;8];[3;19;4;18];[5;12;6;13];[7;11;8;10];[9;3;10;2];[11;17;12;16];[13;4;14;5];[15;1;16;20];[17;7;18;6];[19;15;20;14]]";89;[(1, 6, 1), (1, 8, 1), (1, 8, 1), (1, 10, 1), (1, 10, 1), (3, 6, 1), (3, 8, 1), (3, 10, 1), (6, 8, 1), (6, 8, 1)];89;[(0, 4, -1), (0, 5, -1), (1, 6, 1), (1, 8, 1), (1, 8, 1), (1, 10, 1), (1, 10, 1), (2, 4, -1), (2, 5, -1), (2, 7, -1), (2, 9, -1), (3, 6, 1), (3, 8, 1), (3, 10, 1), (4, 7, -1), (4, 9, -1), (5, 11, -1), (6, 8, 1), (6, 8, 1), (7, 11, -1)]
10_93;"[[2;17;3;18];[4;12;5;11];[6;20;7;19];[8;15;9;16];[10;6;11;5];[12;4;13;3];[14;7;15;8];[16;1;17;2];[18;13;19;14];[20;10;1;9]]";67;[(1, 3, -1), (1, 3, -1), (1, 3, -1), (1, 5, -1), (1, 10, -1), (3, 5, -1), (3, 10, -1), (3, 10, -1), (5, 10, -1), (5, 10, -1)];67;[(0, 4, 1), (0, 6, 1), (0, 11, 1), (1, 3, -1), (1, 3, -1), (1, 3, -1), (1, 5, -1), (1, 10, -1), (2, 6, 1), (2, 7, 1), (2, 9, 1), (3, 5, -1), (3, 10, -1), (3, 10, -1), (4, 8, 1), (4, 9, 1), (5, 10, -1), (5, 10, -1), (6, 8, 1), (7, 11, 1)]
10_94;"[[1;9;2;8];[3;10;4;11];[5;14;6;15];[7;1;8;20];[9;17;10;16];[11;4;12;5];[13;19;14;18];[15;2;16;3];[17;13;18;12];[19;7;20;6]]";71;[(1, 4, 1), (1, 4, 1), (1, 4, 1), (1, 9, 1), (1, 9, 1), (1, 10, 1), (4, 9, 1), (4, 10, 1), (7, 9, 1), (7, 10, 1)];71;[(0, 5, -1), (0, 8, -1), (1, 4, 1), (1, 4, 1), (1, 4, 1), (1, 9, 1), (1, 9, 1), (1, 10, 1), (2, 5, -1), (2, 6, -1), (3, 6, -1), (3, 8, -1), (3, 11, -1), (4, 9, 1), (4, 10, 1), (5, 11, -1), (6, 11, -1), (6, 11, -1), (7, 9, 1), (7, 10, 1)]
10_95;"[[2;16;3;15];[4;11;5;12];[6;17;7;18];[8;13;9;14];[10;19;11;20];[12;7;13;8];[14;2;15;1];[16;9;17;10];[18;5;19;6];[20;4;1;3]]";91;[(1, 8, -1), (1, 9, -1), (1, 11, -1), (3, 8, -1), (3, 9, -1), (3, 9, -1), (3, 11, -1), (5, 8, -1), (5, 9, -1), (8, 9, -1)];91;[(0, 2, 1), (0, 6, 1), (0, 10, 1), (1, 8, -1), (1, 9, -1), (1, 11, -1), (2, 6, 1), (2, 6, 1), (2, 7, 1), (3, 8, -1), (3, 9, -1), (3, 9, -1), (3, 11, -1), (4, 6, 1), (4, 7, 1), (4, 10, 1), (4, 10, 1), (5, 8, -1), (5, 9, -1), (8, 9, -1)]
10_96;"[[1;16;2;17];[3;10;4;11];[5;1;6;20];[7;12;8;13];[9;4;10;5];[11;19;12;18];[13;6;14;7];[15;2;16;3];[17;15;18;14];[19;9;20;8]]";93;[(1, 6, 1), (1, 9, 1), (1, 10, 1), (1, 10, 1), (3, 9, 1), (3, 10, 1), (3, 10, 1), (6, 9, 1), (6, 9, 1), (6, 10, 1)];93;[(0, 5, -1), (0, 7, -1), (0, 8, -1), (1, 6, 1), (1, 9, 1), (1, 10, 1), (1, 10, 1), (2, 4, -1), (2, 5, -1), (2, 7, -1), (2, 8, -1), (3, 9, 1), (3, 10, 1), (3, 10, 1), (4, 5, -1), (5, 11, -1), (6, 9, 1), (6, 9, 1), (6, 10, 1), (7, 11, -1)]
10_97;"[[2;12;3;11];[4;18;5;17];[6;13;7;14];[8;6;9;5];[10;20;11;19];[12;7;13;8];[14;2;15;1];[16;10;17;9];[18;4;19;3];[20;16;1;15]]";87;[(1, 3, -1), (1, 6, -1), (1, 8, -1), (1, 8, -1), (3, 6, -1), (3, 6, -1), (3, 8, -1), (5, 6, -1), (5, 8, -1), (6, 8, -1)];87;[(0, 9, 1), (0, 10, 1), (0, 11, 1), (1, 3, -1), (1, 6, -1), (1, 8, -1), (1, 8, -1), (2, 10, 1), (2, 11, 1), (3, 6, -1), (3, 6, -1), (3, 8, -1), (4, 7, 1), (4, 7, 1), (4, 9, 1), (4, 10, 1), (5, 6, -1), (5, 8, -1), (6, 8, -1), (7, 11, 1)]
10_98;"[[1;10;2;11];[3;17;4;16];[5;13;6;12];[7;19;8;18];[9;15;10;14];[11;20;12;1];[13;7;14;6];[15;3;16;2];[17;9;18;8];[19;5;20;4]]";81;[(1, 5, 1), (1, 9, 1), (1, 9, 1), (1, 11, 1), (3, 5, 1), (3, 5, 1), (3, 9, 1), (3, 11, 1), (5, 9, 1), (5, 9, 1)];81;[(0, 7, -1), (0, 8, -1), (0, 10, -1), (1, 5, 1), (1, 9, 1), (1, 9, 1), (1, 11, 1), (2, 6, -1), (2, 7, -1), (2, 7, -1), (2, 8, -1), (3, 5, 1), (3, 5, 1), (3, 9, 1), (3, 11, 1), (4, 6, -1), (4, 7, -1), (5, 9, 1), (5, 9, 1), (6, 10, -1)]
10_99;"[[6;2;7;1];[10;4;11;3];[16;11;17;12];[14;7;15;8];[8;15;9;16];[20;13;1;14];[12;19;13;20];[18;6;19;5];[2;10;3;9];[4;18;5;17]]";81;[(0, 6, 1), (0, 7, 1), (2, 4, 1), (2, 4, 1), (2, 6, 1), (2, 7, 1), (2, 7, 1), (4, 7, 1), (4, 8, 1), (6, 8, 1)];81;[(0, 6, 1), (0, 7, 1), (1, 5, -1), (1, 9, -1), (1, 11, -1), (1, 11, -1), (2, 4, 1), (2, 4, 1), (2, 6, 1), (2, 7, 1), (2, 7, 1), (3, 9, -1), (3, 10, -1), (3, 11, -1), (4, 7, 1), (4, 8, 1), (5, 10, -1), (5, 11, -1), (5, 11, -1), (6, 8, 1)]
10_100;"[[2;9;3;10];[4;17;5;18];[6;12;7;11];[8;1;9;2];[10;16;11;15];[12;19;13;20];[14;8;15;7];[16;3;17;4];[18;5;19;6];[20;13;1;14]]";65;[(1, 4, -1), (1, 4, -1), (1, 7, -1), (1, 7, -1), (1, 7, -1), (1, 8, -1), (1, 8, -1), (4, 7, -1), (4, 8, -1), (7, 8, -1)];65;[(0, 5, 1), (0, 6, 1), (1, 4, -1), (1, 4, -1), (1, 7, -1), (1, 7, -1), (1, 7, -1), (1, 8, -1), (1, 8, -1), (2, 6, 1), (2, 9, 1), (3, 9, 1), (3, 10, 1), (3, 11, 1), (4, 7, -1), (4, 8, -1), (5, 10, 1), (5, 11, 1), (6, 11, 1), (7, 8, -1)]
10_101;"[[2;12;3;11];[4;18;5;17];[6;14;7;13];[8;20;9;19];[10;6;11;5];[12;2;13;1];[14;10;15;9];[16;4;17;3];[18;16;19;15];[20;8;1;7]]";85;[(1, 3, -1), (1, 4, -1), (1, 6, -1), (1, 6, -1), (1, 8, -1), (1, 8, -1), (3, 4, -1), (4, 6, -1), (4, 8, -1), (6, 8, -1)];85;[(0, 9, 1), (0, 11, 1), (1, 3, -1), (1, 4, -1), (1, 6, -1), (1, 6, -1), (1, 8, -1), (1, 8, -1), (2, 10, 1), (2, 10, 1), (2, 11, 1), (3, 4, -1), (4, 6, -1), (4, 8, -1), (5, 9, 1), (5, 10, 1), (5, 11, 1), (6, 8, -1), (7, 9, 1), (7, 10, 1)]
10_102;"[[2;9;3;10];[4;12;5;11];[6;18;7;17];[8;16;9;15];[10;19;11;20];[12;6;13;5];[14;1;15;2];[16;8;17;7];[18;4;19;3];[20;13;1;14]]";73;[(1, 7, -1), (1, 8, -1), (1, 10, -1), (3, 7, -1), (3, 7, -1), (3, 7, -1), (3, 8, -1), (3, 10, -1), (3, 10, -1), (7, 10, -1)];73;[(0, 2, 1), (0, 2, 1), (0, 5, 1), (0, 6, 1), (1, 7, -1), (1, 8, -1), (1, 10, -1), (2, 6, 1), (2, 11, 1), (3, 7, -1), (3, 7, -1), (3, 7, -1), (3, 8, -1), (3, 10, -1), (3, 10, -1), (4, 9, 1), (4, 11, 1), (5, 9, 1), (6, 9, 1), (7, 10, -1)]
10_103;"[[2;9;3;10];[4;17;5;18];[6;12;7;11];[8;1;9;2];[10;16;11;15];[12;19;13;20];[14;8;15;7];[16;5;17;6];[18;3;19;4];[20;13;1;14]]";75;[(0, 5, 1), (0, 6, 1), (2, 6, 1), (2, 6, 1), (2, 6, 1), (2, 9, 1), (2, 11, 1), (5, 9, 1), (5, 11, 1), (6, 11, 1)];75;[(0, 5, 1), (0, 6, 1), (1, 4, -1), (1, 4, -1), (1, 8, -1), (1, 8, -1), (1, 10, -1), (2, 6, 1), (2, 6, 1), (2, 6, 1), (2, 9, 1), (2, 11, 1), (3, 7, -1), (3, 10, -1), (4, 7, -1), (4, 8, -1), (5, 9, 1), (5, 11, 1), (6, 11, 1), (7, 8, -1)]
10_104;"[[6;2;7;1];[16;4;17;3];[18;9;19;10];[14;7;15;8];[20;13;1;14];[8;17;9;18];[10;19;11;20];[12;6;13;5];[4;12;5;11];[2;16;3;15]]";77;[(0, 3, 1), (0, 3, 1), (0, 5, 1), (0, 7, 1), (2, 7, 1), (2, 8, 1), (3, 5, 1), (3, 8, 1), (3, 8, 1), (5, 8, 1)];77;[(0, 3, 1), (0, 3, 1), (0, 5, 1), (0, 7, 1), (1, 9, -1), (1, 10, -1), (1, 11, -1), (1, 11, -1), (1, 11, -1), (2, 7, 1), (2, 8, 1), (3, 5, 1), (3, 8, 1), (3, 8, 1), (4, 6, -1), (4, 10, -1), (4, 11, -1), (5, 8, 1), (6, 9, -1), (6, 11, -1)]
10_105;"[[1;11;2;10];[3;16;4;17];[5;1;6;20];[7;18;8;19];[9;13;10;12];[11;3;12;2];[13;7;14;6];[15;4;16;5];[17;8;18;9];[19;15;20;14]]";91;[(1, 5, 1), (1, 5, 1), (1, 7, 1), (1, 7, 1), (1, 11, 1), (5, 10, 1), (5, 11, 1), (7, 10, 1), (7, 10, 1), (7, 11, 1)];91;[(0, 3, -1), (0, 4, -1), (0, 8, -1), (1, 5, 1), (1, 5, 1), (1, 7, 1), (1, 7, 1), (1, 11, 1), (2, 4, -1), (2, 6, -1), (3, 6, -1), (4, 8, -1), (5, 10, 1), (5, 11, 1), (6, 8, -1), (6, 9, -1), (7, 10, 1), (7, 10, 1), (7, 11, 1), (8, 9, -1)]
10_106;"[[1;15;2;14];[3;10;4;11];[5;17;6;16];[7;13;8;12];[9;2;10;3];[11;18;12;19];[13;1;14;20];[15;5;16;4];[17;7;18;6];[19;8;20;9]]";75;[(1, 3, 1), (1, 6, 1), (1, 8, 1), (3, 6, 1), (3, 6, 1), (3, 6, 1), (3, 8, 1), (3, 8, 1), (6, 10, 1), (8, 10, 1)];75;[(0, 2, -1), (0, 5, -1), (0, 11, -1), (1, 3, 1), (1, 6, 1), (1, 8, 1), (2, 9, -1), (2, 11, -1), (3, 6, 1), (3, 6, 1), (3, 6, 1), (3, 8, 1), (3, 8, 1), (4, 7, -1), (4, 9, -1), (5, 7, -1), (6, 10, 1), (7, 11, -1), (7, 11, -1), (8, 10, 1)]
10_107;"[[1;11;2;10];[3;16;4;17];[5;1;6;20];[7;14;8;15];[9;13;10;12];[11;3;12;2];[13;18;14;19];[15;4;16;5];[17;8;18;9];[19;7;20;6]]";93;[(0, 2, -1), (0, 4, -1), (0, 8, -1), (0, 8, -1), (2, 6, -1), (2, 8, -1), (4, 6, -1), (6, 8, -1), (6, 9, -1), (8, 9, -1)];93;[(0, 2, -1), (0, 4, -1), (0, 8, -1), (0, 8, -1), (1, 3, 1), (1, 5, 1), (1, 11, 1), (2, 6, -1), (2, 8, -1), (3, 5, 1), (3, 7, 1), (3, 7, 1), (4, 6, -1), (5, 10, 1), (6, 8, -1), (6, 9, -1), (7, 10, 1), (7, 10, 1), (7, 11, 1), (8, 9, -1)]
10_108;"[[1;15;2;14];[3;11;4;10];[5;12;6;13];[7;16;8;17];[9;3;10;2];[11;18;12;19];[13;1;14;20];[15;8;16;9];[17;6;18;7];[19;5;20;4]]";63;[(1, 3, 1), (1, 6, 1), (1, 10, 1), (3, 6, 1), (3, 6, 1), (3, 6, 1), (3, 10, 1), (3, 10, 1), (6, 10, 1), (6, 10, 1)];63;[(0, 2, -1), (0, 5, -1), (0, 8, -1), (1, 3, 1), (1, 6, 1), (1, 10, 1), (2, 8, -1), (2, 11, -1), (3, 6, 1), (3, 6, 1), (3, 6, 1), (3, 10, 1), (3, 10, 1), (4, 9, -1), (4, 11, -1), (5, 9, -1), (6, 10, 1), (6, 10, 1), (7, 8, -1), (7, 9, -1)]
10_109;"[[6;2;7;1];[10;4;11;3];[18;11;19;12];[16;7;17;8];[8;17;9;18];[20;15;1;16];[12;19;13;20];[14;6;15;5];[2;10;3;9];[4;14;5;13]]";85;[(0, 4, 1), (0, 6, 1), (0, 6, 1), (0, 7, 1), (2, 6, 1), (2, 6, 1), (2, 7, 1), (2, 8, 1), (4, 6, 1), (4, 8, 1)];85;[(0, 4, 1), (0, 6, 1), (0, 6, 1), (0, 7, 1), (1, 9, -1), (1, 10, -1), (1, 11, -1), (1, 11, -1), (2, 6, 1), (2, 6, 1), (2, 7, 1), (2, 8, 1), (3, 5, -1), (3, 10, -1), (3, 11, -1), (3, 11, -1), (4, 6, 1), (4, 8, 1), (5, 9, -1), (5, 11, -1)]
10_110;"[[1;14;2;15];[3;10;4;11];[5;1;6;20];[7;17;8;16];[9;4;10;5];[11;19;12;18];[13;2;14;3];[15;7;16;6];[17;13;18;12];[19;9;20;8]]";83;[(1, 9, 1), (1, 9, 1), (1, 10, 1), (1, 11, 1), (3, 9, 1), (3, 9, 1), (3, 10, 1), (3, 10, 1), (3, 11, 1), (9, 10, 1)];83;[(0, 6, -1), (0, 7, -1), (0, 8, -1), (1, 9, 1), (1, 9, 1), (1, 10, 1), (1, 11, 1), (2, 5, -1), (2, 6, -1), (2, 6, -1), (2, 7, -1), (3, 9, 1), (3, 9, 1), (3, 10, 1), (3, 10, 1), (3, 11, 1), (4, 6, -1), (4, 8, -1), (5, 8, -1), (9, 10, 1)]
10_111;"[[1;9;2;8];[3;19;4;18];[5;11;6;10];[7;14;8;15];[9;3;10;2];[11;17;12;16];[13;1;14;20];[15;6;16;7];[17;5;18;4];[19;13;20;12]]";77;[(1, 5, 1), (1, 5, 1), (1, 8, 1), (1, 8, 1), (1, 10, 1), (3, 5, 1), (3, 8, 1), (3, 10, 1), (5, 8, 1), (5, 8, 1)];77;[(0, 6, -1), (0, 7, -1), (1, 5, 1), (1, 5, 1), (1, 8, 1), (1, 8, 1), (1, 10, 1), (2, 4, -1), (2, 7, -1), (2, 7, -1), (2, 9, -1), (3, 5, 1), (3, 8, 1), (3, 10, 1), (4, 7, -1), (4, 11, -1), (5, 8, 1), (5, 8, 1), (6, 9, -1), (6, 11, -1)]
10_112;"[[2;10;3;9];[4;11;5;12];[6;19;7;20];[8;14;9;13];[10;15;11;16];[12;18;13;17];[14;1;15;2];[16;4;17;3];[18;5;19;6];[20;7;1;8]]";87;[(1, 3, -1), (1, 6, -1), (1, 6, -1), (1, 6, -1), (1, 8, -1), (1, 10, -1), (3, 6, -1), (3, 10, -1), (6, 8, -1), (8, 10, -1)];87;[(0, 5, 1), (0, 9, 1), (1, 3, -1), (1, 6, -1), (1, 6, -1), (1, 6, -1), (1, 8, -1), (1, 10, -1), (2, 4, 1), (2, 9, 1), (2, 11, 1), (3, 6, -1), (3, 10, -1), (4, 7, 1), (4, 11, 1), (5, 7, 1), (5, 11, 1), (6, 8, -1), (7, 11, 1), (8, 10, -1)]
10_113;"[[2;8;3;7];[4;14;5;13];[6;11;7;12];[8;16;9;15];[10;2;11;1];[12;19;13;20];[14;18;15;17];[16;10;17;9];[18;4;19;3];[20;5;1;6]]";111;[(0, 2, 1), (0, 6, 1), (0, 9, 1), (2, 6, 1), (2, 11, 1), (4, 6, 1), (4, 9, 1), (4, 11, 1), (4, 11, 1), (6, 9, 1)];111;[(0, 2, 1), (0, 6, 1), (0, 9, 1), (1, 3, -1), (1, 5, -1), (1, 10, -1), (2, 6, 1), (2, 11, 1), (3, 5, -1), (3, 7, -1), (3, 8, -1), (3, 10, -1), (4, 6, 1), (4, 9, 1), (4, 11, 1), (4, 11, 1), (5, 7, -1), (5, 8, -1), (6, 9, 1), (7, 10, -1)]
10_114;"[[1;8;2;9];[3;11;4;10];[5;14;6;15];[7;12;8;13];[9;17;10;16];[11;18;12;19];[13;6;14;7];[15;1;16;20];[17;2;18;3];[19;5;20;4]]";93;[(1, 5, 1), (1, 5, 1), (1, 5, 1), (1, 7, 1), (1, 10, 1), (3, 5, 1), (3, 7, 1), (3, 10, 1), (5, 10, 1), (7, 10, 1)];93;[(0, 4, -1), (0, 6, -1), (0, 9, -1), (1, 5, 1), (1, 5, 1), (1, 5, 1), (1, 7, 1), (1, 10, 1), (2, 4, -1), (2, 8, -1), (2, 9, -1), (2, 11, -1), (3, 5, 1), (3, 7, 1), (3, 10, 1), (4, 8, -1), (5, 10, 1), (6, 11, -1), (7, 10, 1), (8, 9, -1)]
10_115;"[[6;2;7;1];[14;6;15;5];[20;15;1;16];[16;7;17;8];[8;19;9;20];[18;11;19;12];[10;4;11;3];[4;10;5;9];[12;17;13;18];[2;14;3;13]]";109;[(0, 4, 1), (0, 6, 1), (0, 7, 1), (0, 8, 1), (2, 6, 1), (2, 7, 1), (2, 7, 1), (2, 8, 1), (4, 6, 1), (4, 7, 1)];109;[(0, 4, 1), (0, 6, 1), (0, 7, 1), (0, 8, 1), (1, 9, -1), (1, 9, -1), (1, 10, -1), (1, 11, -1), (2, 6, 1), (2, 7, 1), (2, 7, 1), (2, 8, 1), (3, 5, -1), (3, 9, -1), (3, 10, -1), (3, 11, -1), (4, 6, 1), (4, 7, 1), (5, 9, -1), (5, 10, -1)]
10_116;"[[2;16;3;15];[4;17;5;18];[6;12;7;11];[8;1;9;2];[10;4;11;3];[12;19;13;20];[14;8;15;7];[16;9;17;10];[18;5;19;6];[20;13;1;14]]";95;[(1, 4, -1), (1, 7, -1), (1, 7, -1), (1, 9, -1), (1, 9, -1), (1, 10, -1), (4, 9, -1), (4, 10, -1), (7, 9, -1), (7, 10, -1)];95;[(0, 5, 1), (0, 6, 1), (1, 4, -1), (1, 7, -1), (1, 7, -1), (1, 9, -1), (1, 9, -1), (1, 10, -1), (2, 6, 1), (2, 8, 1), (3, 5, 1), (3, 8, 1), (3, 11, 1), (4, 9, -1), (4, 10, -1), (5, 11, 1), (6, 11, 1), (7, 9, -1), (7, 10, -1), (8, 11, 1)]
10_117;"[[1;14;2;15];[3;8;4;9];[5;18;6;19];[7;17;8;16];[9;20;10;1];[11;4;12;5];[13;7;14;6];[15;2;16;3];[17;13;18;12];[19;10;20;11]]";103;[(1, 3, 1), (1, 5, 1), (1, 7, 1), (1, 7, 1), (1, 8, 1), (3, 8, 1), (3, 9, 1), (5, 9, 1), (7, 8, 1), (7, 9, 1)];103;[(0, 10, -1), (0, 11, -1), (1, 3, 1), (1, 5, 1), (1, 7, 1), (1, 7, 1), (1, 8, 1), (2, 4, -1), (2, 6, -1), (2, 11, -1), (3, 8, 1), (3, 9, 1), (4, 6, -1), (4, 10, -1), (4, 10, -1), (5, 9, 1), (6, 10, -1), (6, 11, -1), (7, 8, 1), (7, 9, 1)]
10_118;"[[6;2;7;1];[18;6;19;5];[20;13;1;14];[12;19;13;20];[14;7;15;8];[8;3;9;4];[2;16;3;15];[10;18;11;17];[16;10;17;9];[4;11;5;12]]";97;[(0, 5, 1), (0, 6, 1), (2, 5, 1), (2, 6, 1), (2, 9, 1), (2, 10, 1), (2, 10, 1), (5, 9, 1), (6, 10, 1), (9, 10, 1)];97;[(0, 5, 1), (0, 6, 1), (1, 4, -1), (1, 7, -1), (1, 11, -1), (1, 11, -1), (2, 5, 1), (2, 6, 1), (2, 9, 1), (2, 10, 1), (2, 10, 1), (3, 7, -1), (3, 8, -1), (4, 8, -1), (4, 11, -1), (5, 9, 1), (6, 10, 1), (7, 11, -1), (8, 11, -1), (9, 10, 1)]
10_119;"[[1;16;2;17];[3;10;4;11];[5;1;6;20];[7;2;8;3];[9;14;10;15];[11;19;12;18];[13;4;14;5];[15;8;16;9];[17;7;18;6];[19;13;20;12]]";101;[(1, 5, 1), (1, 8, 1), (1, 10, 1), (1, 10, 1), (3, 5, 1), (3, 8, 1), (3, 10, 1), (5, 8, 1), (5, 8, 1), (8, 10, 1)];101;[(0, 6, -1), (0, 7, -1), (0, 9, -1), (1, 5, 1), (1, 8, 1), (1, 10, 1), (1, 10, 1), (2, 4, -1), (2, 6, -1), (2, 7, -1), (2, 9, -1), (3, 5, 1), (3, 8, 1), (3, 10, 1), (4, 9, -1), (4, 11, -1), (5, 8, 1), (5, 8, 1), (6, 11, -1), (8, 10, 1)]
10_120;"[[2;10;3;9];[4;18;5;17];[6;12;7;11];[8;4;9;3];[10;16;11;15];[12;20;13;19];[14;8;15;7];[16;2;17;1];[18;14;19;13];[20;6;1;5]]";105;[(1, 5, -1), (1, 6, -1), (1, 6, -1), (1, 7, -1), (3, 5, -1), (3, 5, -1), (3, 6, -1), (3, 7, -1), (5, 7, -1), (6, 7, -1)];105;[(0, 8, 1), (0, 10, 1), (0, 11, 1), (1, 5, -1), (1, 6, -1), (1, 6, -1), (1, 7, -1), (2, 8, 1), (2, 9, 1), (2, 10, 1), (2, 11, 1), (3, 5, -1), (3, 5, -1), (3, 6, -1), (3, 7, -1), (4, 8, 1), (4, 9, 1), (4, 10, 1), (5, 7, -1), (6, 7, -1)]
10_121;"[[2;11;3;12];[4;10;5;9];[6;2;7;1];[8;16;9;15];[10;17;11;18];[12;8;13;7];[14;20;15;19];[16;3;17;4];[18;6;19;5];[20;14;1;13]]";115;[(1, 5, -1), (1, 5, -1), (1, 8, -1), (1, 9, -1), (3, 7, -1), (3, 8, -1), (3, 9, -1), (5, 7, -1), (5, 8, -1), (7, 9, -1)];115;[(0, 10, 1), (0, 11, 1), (1, 5, -1), (1, 5, -1), (1, 8, -1), (1, 9, -1), (2, 4, 1), (2, 6, 1), (2, 10, 1), (2, 11, 1), (3, 7, -1), (3, 8, -1), (3, 9, -1), (4, 6, 1), (4, 10, 1), (4, 11, 1), (5, 7, -1), (5, 8, -1), (6, 11, 1), (7, 9, -1)]
10_122;"[[1;8;2;9];[3;11;4;10];[5;12;6;13];[7;16;8;17];[9;15;10;14];[11;18;12;19];[13;1;14;20];[15;2;16;3];[17;6;18;7];[19;5;20;4]]";105;[(1, 3, 1), (1, 7, 1), (1, 10, 1), (3, 5, 1), (3, 7, 1), (3, 7, 1), (3, 10, 1), (5, 7, 1), (5, 10, 1), (7, 10, 1)];105;[(0, 2, -1), (0, 6, -1), (0, 9, -1), (1, 3, 1), (1, 7, 1), (1, 10, 1), (2, 9, -1), (2, 11, -1), (3, 5, 1), (3, 7, 1), (3, 7, 1), (3, 10, 1), (4, 6, -1), (4, 8, -1), (4, 11, -1), (5, 7, 1), (5, 10, 1), (6, 8, -1), (7, 10, 1), (8, 9, -1)]
10_123;"[[8;2;9;1];[10;3;11;4];[12;6;13;5];[4;18;5;17];[18;11;19;12];[2;15;3;16];[16;10;17;9];[20;14;1;13];[14;7;15;8];[6;19;7;20]]";121;[(1, 3, -1), (1, 5, -1), (1, 7, -1), (1, 9, -1), (1, 10, -1), (3, 7, -1), (3, 9, -1), (5, 9, -1), (5, 10, -1), (7, 10, -1)];121;[(0, 6, 1), (0, 8, 1), (0, 11, 1), (1, 3, -1), (1, 5, -1), (1, 7, -1), (1, 9, -1), (1, 10, -1), (2, 4, 1), (2, 6, 1), (2, 11, 1), (3, 7, -1), (3, 9, -1), (4, 8, 1), (4, 11, 1), (5, 9, -1), (5, 10, -1), (6, 11, 1), (7, 10, -1), (8, 11, 1)]
10_124;"[[1;9;2;8];[3;11;4;10];[5;13;6;12];[7;19;8;18];[9;3;10;2];[11;5;12;4];[14;20;15;19];[16;14;17;13];[17;7;18;6];[20;16;1;15]]";1;[(1, 3, -1), (1, 4, -1), (1, 11, 1), (1, 11, 1), (3, 4, -1), (4, 11, 1), (4, 11, 1), (4, 11, 1), (4, 11, 1), (4, 11, 1)];1;[(0, 7, 1), (0, 7, 1), (0, 8, 1), (1, 3, -1), (1, 4, -1), (1, 11, 1), (1, 11, 1), (2, 7, -1), (2, 8, -1), (3, 4, -1), (4, 11, 1), (4, 11, 1), (4, 11, 1), (4, 11, 1), (4, 11, 1), (5, 8, -1), (5, 9, -1), (6, 9, -1), (6, 10, -1), (7, 10, -1)]
10_125;"[[1;5;2;4];[3;9;4;8];[5;15;6;14];[20;15;1;16];[16;9;17;10];[18;11;19;12];[10;17;11;18];[12;19;13;20];[13;7;14;6];[7;3;8;2]]";11;[(1, 9, 1), (1, 9, 1), (1, 10, 1), (1, 11, -1), (1, 11, -1), (1, 11, -1), (1, 11, -1), (4, 9, 1), (4, 10, 1), (4, 11, -1)];11;[(0, 3, 1), (0, 5, -1), (0, 5, -1), (0, 6, 1), (1, 9, 1), (1, 9, 1), (1, 10, 1), (1, 11, -1), (1, 11, -1), (1, 11, -1), (1, 11, -1), (2, 6, 1), (2, 7, 1), (3, 5, -1), (3, 7, 1), (3, 8, -1), (4, 9, 1), (4, 10, 1), (4, 11, -1), (5, 8, -1)]
10_126;"[[1;7;2;6];[4;15;5;16];[5;9;6;8];[7;3;8;2];[10;17;11;18];[12;19;13;20];[14;9;15;10];[16;3;17;4];[18;11;19;12];[20;13;1;14]]";19;[(1, 9, 1), (1, 9, 1), (1, 10, -1), (1, 11, -1), (1, 11, -1), (1, 11, -1), (1, 11, -1), (4, 9, 1), (4, 10, -1), (4, 11, -1)];19;[(0, 5, 1), (0, 6, 1), (1, 9, 1), (1, 9, 1), (1, 10, -1), (1, 11, -1), (1, 11, -1), (1, 11, -1), (1, 11, -1), (2, 6, 1), (2, 7, 1), (3, 5, -1), (3, 7, 1), (3, 7, 1), (3, 8, -1), (4, 9, 1), (4, 10, -1), (4, 11, -1), (5, 7, 1), (5, 8, -1)]
10_127;"[[1;7;2;6];[4;15;5;16];[5;9;6;8];[7;3;8;2];[9;15;10;14];[11;19;12;18];[13;1;14;20];[16;3;17;4];[17;11;18;10];[19;13;20;12]]";29;[(1, 9, 1), (1, 9, 1), (1, 10, -1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (4, 9, 1), (4, 10, -1), (4, 11, 1)];29;[(0, 5, -1), (0, 6, -1), (1, 9, 1), (1, 9, 1), (1, 10, -1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (2, 6, -1), (2, 7, -1), (3, 5, -1), (3, 7, 1), (3, 7, 1), (3, 8, -1), (4, 9, 1), (4, 10, -1), (4, 11, 1), (5, 7, -1), (5, 8, -1)]
10_128;"[[1;9;2;8];[3;11;4;10];[5;13;6;12];[7;19;8;18];[9;5;10;4];[11;3;12;2];[14;20;15;19];[16;14;17;13];[17;7;18;6];[20;16;1;15]]";11;[(0, 7, 1), (0, 7, 1), (0, 8, 1), (2, 7, -1), (2, 8, -1), (5, 8, -1), (5, 9, -1), (5, 9, -1), (5, 9, -1), (7, 9, -1)];11;[(0, 7, 1), (0, 7, 1), (0, 8, 1), (1, 3, -1), (1, 4, -1), (1, 10, 1), (1, 10, 1), (2, 7, -1), (2, 8, -1), (3, 4, -1), (4, 10, 1), (4, 10, 1), (4, 11, 1), (5, 8, -1), (5, 9, -1), (5, 9, -1), (5, 9, -1), (6, 10, 1), (6, 11, 1), (7, 9, -1)]
