name,seifert_matrix,det_seifert_matrix,laplacian,det_laplacian,alexander_polynomial
Name,Seifert Matrix,Error,Laplacian,Laplacian Determinant,Alexander
12a_766,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 1, 0], [ 0, 0, -1, 0, 0, 0, 0, 0], [ -1, 0, 1, 1, -1, 0, 0, 1], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, 1, 1, 0, -1, 1, 1, 0], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 0, -1, 0, 0, 0, 0, -1]]",1,,,1-8*t+25*t^2-45*t^3+55*t^4-45*t^5+25*t^6-8*t^7+t^8
12a_767,"[[ 1, 0, 0, 0], [ 0, -2, -1, 0], [ 1, 0, -2, 0], [ 0, -1, -1, -2]]",-8,,,8-31*t+45*t^2-31*t^3+8*t^4
12a_768,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ -1, 1, 1, 0, -1, 0, 1, 0], [ 0, 0, -1, 0, 0, 0, 0, 0], [ -1, 0, 1, 1, -1, 0, 0, 0], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, 1, 0, 0, -1, 1, 1, 1], [ -1, 0, 1, 0, -1, 0, 1, 0], [ -1, 1, 1, 0, -1, 0, 1, 1]]",-1,,,1-8*t+23*t^2-38*t^3+43*t^4-38*t^5+23*t^6-8*t^7+t^8
12a_769,"[[ -1, 0, 0, 0, 0, 0], [ 1, 2, -1, 0, 1, 0], [ 0, 0, -1, 0, 0, 0], [ -1, 0, 1, 1, -1, 0], [ -1, 0, 0, 0, -1, 0], [ -1, -1, 0, 0, -1, 1]]",-2,,,2-16*t+45*t^2-63*t^3+45*t^4-16*t^5+2*t^6
12a_770,"[[ -1, 0, -1, 0, 0, 0], [ 0, 1, 0, 0, 0, 0], [ 0, -1, -2, 0, 0, -1], [ 0, 1, 0, -1, 0, 1], [ 0, -1, -1, 0, -1, 0], [ 0, 0, 0, 0, 0, 1]]",2,,,2-17*t+48*t^2-65*t^3+48*t^4-17*t^5+2*t^6
12a_771,"[[ -1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0], [ 1, 0, 2, 1, 1, 1], [ 0, 1, 0, 2, 0, 1], [ -1, 0, 0, 0, -1, 0], [ 1, 1, 1, 1, 1, 2]]",5,,,5-23*t+50*t^2-63*t^3+50*t^4-23*t^5+5*t^6
12a_772,"[[ -1, -1, -1, -1, 0, 0], [ 0, -2, -1, -2, 0, 0], [ 0, -2, -2, -2, 0, 0], [ 0, -1, -1, -2, 0, 0], [ 0, -1, -1, -1, -1, 1], [ 0, 0, 0, 0, 0, 2]]",-4,,,4-16*t+28*t^2-33*t^3+28*t^4-16*t^5+4*t^6
12a_773,"[[ -1, 1, 0, 0], [ 0, -3, 0, 0], [ 0, 1, -1, 1], [ 0, 0, 0, 2]]",-6,,,6-23*t+33*t^2-23*t^3+6*t^4
12a_774,"[[ -1, -1, 0, 0], [ 0, -2, 0, 0], [ 0, 1, 1, 1], [ 0, 0, 0, 3]]",6,,,6-22*t+33*t^2-22*t^3+6*t^4
12a_775,"[[ 1, 0, 0, 0], [ 0, -1, 0, -1], [ 1, -1, -2, -1], [ 0, 0, 0, -3]]",-6,,,6-22*t+31*t^2-22*t^3+6*t^4
12a_776,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, -1], [ 0, 0, -1, 0, 0, 0, 0, 0], [ -1, 1, 1, 1, -1, 1, 0, 1], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, 0, 0, 0, -1, 1, 0, 0], [ -1, 1, 1, 0, -1, 0, 1, 1], [ 0, 0, -1, 0, 0, 0, 0, -1]]",-1,,,1-8*t+25*t^2-46*t^3+55*t^4-46*t^5+25*t^6-8*t^7+t^8
12a_777,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, -1], [ 0, 0, -1, 0, 0, 0, 0, 0], [ -1, 1, 1, 1, -1, 0, 1, 1], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, 1, 1, 0, -1, 1, 0, 1], [ 0, -1, -1, 0, 0, 0, -1, -1], [ 0, 0, -1, 0, 0, 0, 0, -1]]",1,,,1-8*t+23*t^2-36*t^3+41*t^4-36*t^5+23*t^6-8*t^7+t^8
12a_778,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ -1, 1, 1, 0, -1, 0, 1, 1], [ 0, 0, -1, 0, 0, 0, 0, 0], [ -1, 0, 1, 1, -1, 0, 0, 1], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, 1, 1, 0, -1, 1, 1, 0], [ -1, 0, 1, 0, -1, 0, 1, 1], [ 0, 0, -1, 0, 0, 0, 0, -1]]",1,,,1-9*t+30*t^2-57*t^3+71*t^4-57*t^5+30*t^6-9*t^7+t^8
12a_779,"[[ -1, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, 0], [ 0, 1, 1, 0, 0, 0], [ -1, 0, 0, -1, 0, 0], [ -1, 1, 0, -1, 1, 0], [ 1, 0, 1, 1, 0, 2]]",-2,,,2-16*t+44*t^2-61*t^3+44*t^4-16*t^5+2*t^6
12a_780,"[[ 1, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, 0], [ 1, -1, -2, 0, -1, -1], [ 0, 0, -1, -1, 0, -1], [ 1, -1, -1, 0, -2, -1], [ 1, 0, -1, 0, 0, -2]]",-5,,,5-24*t+51*t^2-65*t^3+51*t^4-24*t^5+5*t^6
12a_781,"[[ -1, 0, 0, 0, 0, 0], [ -1, 1, -1, 1, 0, -1], [ -1, 0, -1, 0, 0, 0], [ -1, 0, -1, 1, 0, 0], [ -1, 0, -1, 0, 1, -1], [ 0, 0, 0, 0, 0, -2]]",-2,,,2-14*t+37*t^2-51*t^3+37*t^4-14*t^5+2*t^6
12a_782,"[[ -1, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, 0], [ -1, 0, -1, 0, 0, 0], [ -1, 1, -1, 1, 0, 0], [ 1, -1, 1, 0, 2, -1], [ 0, -1, 0, 0, 0, -1]]",2,,,2-14*t+36*t^2-47*t^3+36*t^4-14*t^5+2*t^6
12a_783,"[[ -1, 0, 0, 0, 0, 0], [ -1, 1, -1, 0, 1, -1], [ -1, 0, -1, 0, 0, 0], [ -1, 0, -1, 1, 0, -1], [ 0, 0, 0, 0, -1, 1], [ 0, 0, 0, 0, 0, -2]]",2,,,2-16*t+45*t^2-61*t^3+45*t^4-16*t^5+2*t^6
12a_784,"[[ -1, 0, 0, -1, 0, 0, 0, 0], [ 0, 1, 1, 1, 0, 0, 1, 0], [ 0, 0, -1, -1, 0, 0, 0, 0], [ 0, 0, 0, -2, 0, 0, 0, 0], [ 0, 0, -1, -1, -1, 0, 0, 0], [ 0, 1, 0, 1, 0, 1, 1, 1], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 1, 1, 1, 0, 0, 1, 1]]",2,,,2-9*t+23*t^2-39*t^3+47*t^4-39*t^5+23*t^6-9*t^7+2*t^8
12a_785,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, -1, 0, 0, 0, 0], [ 0, -1, -1, 0, 0, -1, 0, 0], [ 0, 0, 0, -1, 0, 0, -1, 0], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, 1, 0, -1, -1, 1, -1, 0], [ 0, 0, 0, 0, 0, 0, -1, 0], [ 0, -1, -1, 0, 0, 0, 0, -1]]",1,,,1-9*t+32*t^2-62*t^3+77*t^4-62*t^5+32*t^6-9*t^7+t^8
12a_786,"[[ -1, 0, 0, -1, 0, 0], [ 0, -1, 0, 0, 0, 0], [ 0, 1, 1, 1, 0, 0], [ 0, 0, 0, -2, 0, 0], [ 0, 0, 0, 1, 1, 1], [ 0, 1, 0, 1, 0, 1]]",-2,,,2-15*t+40*t^2-55*t^3+40*t^4-15*t^5+2*t^6
12a_787,"[[ -1, 0, -1, 0], [ 0, 2, -1, 0], [ 0, 0, -2, 0], [ 0, 1, -1, 2]]",8,,,8-29*t+43*t^2-29*t^3+8*t^4
12a_788,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, -1, 0, 0, 0, 0], [ -1, 1, 1, -1, -1, 1, -1, 0], [ 0, 0, 0, -1, 0, 0, -1, 0], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, 1, 0, -1, -1, 1, -1, 0], [ 0, 0, 0, 0, 0, 0, -1, 0], [ 0, -1, 0, 0, 0, -1, 0, -1]]",-1,,,1-8*t+31*t^2-67*t^3+85*t^4-67*t^5+31*t^6-8*t^7+t^8
12a_789,"[[ -1, 0, 0, -1, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 1, 0], [ 0, 0, -1, -1, 0, 0, 0, 0], [ 0, 0, 0, -2, 0, 0, 0, 0], [ 0, 0, -1, -1, -1, 0, 0, 0], [ 0, 1, 0, 1, 0, 1, 1, 1], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 0, 0, 1, 1]]",2,,,2-7*t+14*t^2-20*t^3+23*t^4-20*t^5+14*t^6-7*t^7+2*t^8
12a_790,"[[ -1, 0, 0, -1, 0, 0], [ 0, 2, 0, 0, 0, 0], [ 0, 0, -1, -1, 0, 0], [ 0, 0, 0, -2, 0, 0], [ 0, 0, -1, -1, -1, 0], [ 0, -1, 0, 1, 0, 1]]",4,,,4-16*t+32*t^2-39*t^3+32*t^4-16*t^5+4*t^6
12a_791,"[[ -1, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 1, 0], [ 0, 0, -3, 0, 0, 0], [ 0, 1, -1, 1, 1, 1], [ 0, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 1, 1]]",3,,,3-9*t+13*t^2-13*t^3+13*t^4-9*t^5+3*t^6
12a_792,"[[ -1, 0, 1, 0], [ 0, 2, 0, 0], [ 0, 0, -3, 0], [ 0, -1, -1, 1]]",6,,,6-21*t+31*t^2-21*t^3+6*t^4
12a_793,"[[ -1, 0, 0, 0, 0, -1, -1, -1], [ 0, 1, -1, 0, 1, 0, 1, 0], [ 0, 0, -1, -1, 0, 0, 0, 0], [ 0, 0, 0, 1, 0, 0, 0, 0], [ 0, 0, -1, 0, 1, 0, 1, 0], [ 0, -1, 0, 0, -1, -1, -1, 0], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, -1, -1, -1, -1]]",1,,,1-9*t+32*t^2-62*t^3+77*t^4-62*t^5+32*t^6-9*t^7+t^8
12a_794,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, -1, 0, 0, 0, -1, -1], [ 0, 0, -1, 0, 0, 0, 0, -1], [ 0, 0, 0, -1, 0, -1, 0, 0], [ 0, 0, 0, -1, -1, -1, 0, 0], [ 1, -1, -1, 0, 0, -2, -1, -1], [ 0, 0, -1, 0, 0, 0, -1, -1], [ 0, 0, 0, 0, 0, 0, 0, -1]]",-2,,,2-7*t+12*t^2-16*t^3+17*t^4-16*t^5+12*t^6-7*t^7+2*t^8
12a_795,"[[ 1, 0, 0, 0, 0, 0], [ 0, -1, 1, 0, 0, 0], [ 0, 0, -2, 0, 0, 0], [ 0, 0, 0, -1, 0, -1], [ 0, 0, 0, -1, -1, -1], [ 1, -1, 1, 0, 0, -2]]",-4,,,4-16*t+30*t^2-37*t^3+30*t^4-16*t^5+4*t^6
12a_796,"[[ 1, 0, 0, 0, 0, 0], [ 0, -1, -1, 0, -1, -1], [ 0, 0, -1, 0, 0, -1], [ -1, 1, 1, -3, 1, 1], [ 0, 0, -1, 0, -1, -1], [ 0, 0, 0, 0, 0, -1]]",-3,,,3-9*t+11*t^2-11*t^3+11*t^4-9*t^5+3*t^6
12a_797,"[[ 1, 0, 0, 0], [ 0, -1, 1, 0], [ 0, 0, -2, 0], [ -1, 1, -1, -3]]",-6,,,6-21*t+29*t^2-21*t^3+6*t^4
12a_798,"[[ 1, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, 0], [ 1, 0, -2, 1, -1, -1], [ 0, -1, 0, -2, 0, -1], [ 1, 0, -2, 1, -2, -1], [ 1, -1, -1, 0, -1, -2]]",-5,,,5-23*t+48*t^2-61*t^3+48*t^4-23*t^5+5*t^6
12a_799,"[[ -1, 0, 0, -1, 0, 0], [ 0, -1, 0, 0, 0, 0], [ 0, 1, 1, 1, 0, 1], [ 0, 0, 0, -2, 0, 0], [ 0, 1, 0, 1, 1, 0], [ 0, -1, 0, 0, 0, -1]]",2,,,2-15*t+42*t^2-57*t^3+42*t^4-15*t^5+2*t^6
12a_800,"[[ 1, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, -1], [ -1, 1, -3, -3, -3, 1], [ -1, 1, -2, -3, -2, 1], [ -1, 1, -2, -3, -3, 1], [ 0, 0, 0, 0, 0, -1]]",-3,,,3-11*t+20*t^2-25*t^3+20*t^4-11*t^5+3*t^6
12a_801,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, 0, 0, -1], [ 1, -1, -2, 0, 0, -1, -2, -1], [ 0, 0, -1, -1, 0, -1, -1, 0], [ 0, 0, -1, -1, -1, -1, -1, 0], [ 1, -1, -2, 0, 0, -2, -2, -1], [ 1, -1, -1, 0, 0, -1, -2, -1], [ 0, 0, 0, 0, 0, 0, 0, -1]]",-2,,,2-8*t+17*t^2-26*t^3+29*t^4-26*t^5+17*t^6-8*t^7+2*t^8
12a_802,"[[ 1, 0, 0, 0], [ 0, -1, 0, -1], [ 1, -1, -4, -1], [ 0, 0, 0, -1]]",-4,,,4-12*t+15*t^2-12*t^3+4*t^4
12a_803,"[[ 1, 0], [ -1, -5]]",-5,,,5-11*t+5*t^2
12a_804,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, 0, 1, -1, 0, -1, 0], [ -1, 0, -1, -1, 1, 0, 1, 0], [ 1, 0, 0, 1, 0, 0, 0, 0], [ 0, 0, 0, 1, -2, -1, -2, -1], [ 0, 0, 0, 0, 0, -1, 0, -1], [ 0, 0, 0, 1, -1, -1, -2, -1], [ 0, 0, 0, 0, 0, 0, 0, -1]]",2,,,2-12*t+32*t^2-50*t^3+57*t^4-50*t^5+32*t^6-12*t^7+2*t^8
12a_805,"[[ 1, 0, 0, 0, 0, 0, -1, 0, 0, 0], [ 0, -1, 0, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, 0, 0, 0], [ 1, -1, -1, 1, 0, 0, -1, 1, 0, 0], [ 1, -1, -1, 1, 1, 0, -1, 1, 1, 0], [ 1, -1, -1, 1, 1, 1, -1, 1, 1, 1], [ 0, -1, -1, 0, 0, 0, -1, 0, 0, 0], [ 1, 0, -1, 0, 0, 0, -1, 1, 0, 0], [ 1, -1, -1, 1, 0, 0, -1, 1, 1, 0], [ 1, -1, -1, 1, 1, 0, -1, 1, 1, 1]]",-1,,,1-5*t+11*t^2-17*t^3+20*t^4-21*t^5+20*t^6-17*t^7+11*t^8-5*t^9+t^10
